showtimeId,movieTitle,theaterName,localDate,localTime,totalSeats,availableSeats,ticketPrice
309,Contain audience on,Shah PLC Cinemas,2026-08-07,13:00:00,150,149,11.99
310,Drug,Smith Group Cinemas,2026-07-23,13:00:00,100,83,15.04
311,Family third animal hotel,"Mckee, Gardner and Davenport Cinemas",2026-08-11,16:00:00,150,135,24.2
312,Writer probably,Simon and Sons Cinemas,2026-09-05,13:00:00,250,234,12.22
313,At,Foster Ltd Cinemas,2026-08-07,21:30:00,80,73,21.85
314,System pressure,Andrews-Aguirre Cinemas,2026-09-01,16:00:00,150,134,14.19
315,Car police,Bush-Ayala Cinemas,2026-06-29,21:30:00,250,238,24.01
316,Friend,"Diaz, Hill and Becker Cinemas",2026-06-26,21:30:00,180,169,20.81
317,Music guess,"Larson, Daniels and James Cinemas",2026-09-04,10:00:00,150,132,19.8
318,Fire hand,Prince Inc Cinemas,2026-07-17,21:30:00,180,157,9.01
319,What no,"Porter, Patel and Jackson Cinemas",2026-08-31,21:30:00,300,278,22.89
320,People service likely,"Arnold, Ashley and Alexander Cinemas",2026-08-03,19:00:00,250,250,12.44
321,Reality guess sister,"Brown, Armstrong and Johnson Cinemas",2026-08-22,13:00:00,100,93,15.97
322,Skill like,"Blevins, Delgado and Bennett Cinemas",2026-07-30,16:00:00,200,191,22.5
323,Will media figure,Jones-Barnes Cinemas,2026-07-15,16:00:00,80,64,16.86
324,Beat pass,Sullivan and Sons Cinemas,2026-09-02,10:00:00,300,299,18.61
325,Second expert,Mooney PLC Cinemas,2026-08-03,16:00:00,250,246,24.89
326,Surface west,Lee-Weeks Cinemas,2026-07-13,21:30:00,100,73,22.07
327,Fine nor TV,"Smith, Yang and Ford Cinemas",2026-07-08,10:00:00,250,237,23.01
328,Improve stand why,"Wagner, Anderson and Robles Cinemas",2026-09-06,16:00:00,120,111,15.34
329,Another standard one on,Greene-Shelton Cinemas,2026-06-26,10:00:00,100,78,18.84
330,Want see,"Bautista, Allen and Harrell Cinemas",2026-08-15,19:00:00,300,294,21.69
331,Job prepare either suffer,Joseph Inc Cinemas,2026-06-23,13:00:00,200,178,22.22
332,Her there,"Mckee, Gardner and Davenport Cinemas",2026-07-08,21:30:00,250,237,10.21
333,Social change,Grant-Diaz Cinemas,2026-08-03,21:30:00,250,247,19.12
334,Agent read himself,Watson-Miles Cinemas,2026-06-25,21:30:00,200,192,22.24
335,Town next serious wish,Ward-Blake Cinemas,2026-08-08,19:00:00,150,133,12.78
336,Officer size why free,"Castro, Irwin and Rodriguez Cinemas",2026-09-02,10:00:00,180,165,15.35
337,Oil south different,"Ray, Cunningham and Levine Cinemas",2026-07-23,21:30:00,250,239,16.91
338,Later floor,Wyatt Ltd Cinemas,2026-07-28,21:30:00,120,115,14.45
339,Couple news,Williams-Mckenzie Cinemas,2026-07-15,21:30:00,120,110,8.52
340,Summer wish,"Howard, Brennan and Moore Cinemas",2026-08-23,21:30:00,150,143,16.11
341,Movie man itself,Adams PLC Cinemas,2026-07-01,19:00:00,100,91,11.24
342,Policy throughout,Mcmahon PLC Cinemas,2026-07-02,13:00:00,300,289,19.9
343,Young deep husband,Ramirez Inc Cinemas,2026-08-28,16:00:00,80,70,17.57
344,Religious this agreement,Williamson Group Cinemas,2026-09-04,13:00:00,80,80,9.36
345,Cultural country section,"Castro, Garcia and Daniels Cinemas",2026-07-06,21:30:00,300,290,21.11
346,Pressure will stay,Delacruz Group Cinemas,2026-08-02,21:30:00,200,184,16.45
347,Minute season political,Ward-Chase Cinemas,2026-07-03,21:30:00,120,95,15.94
348,Next leader finally,Moran PLC Cinemas,2026-07-16,21:30:00,200,195,12.53
349,Rock blue,Chen Ltd Cinemas,2026-09-04,10:00:00,200,190,15.84
350,His same,Salazar-Brown Cinemas,2026-08-13,10:00:00,150,138,16.64
351,Vote decade,Marshall Group Cinemas,2026-07-01,13:00:00,300,290,17.2
352,Store bill,Villa Group Cinemas,2026-08-04,13:00:00,250,249,14.4
353,Themselves hard,Valdez-Jacobs Cinemas,2026-07-08,21:30:00,80,80,20.9
354,North knowledge our,"Thomas, Becker and Mills Cinemas",2026-06-28,13:00:00,300,295,12.13
355,Deal opportunity opportunity,"Russell, Mercer and Patterson Cinemas",2026-07-09,13:00:00,100,100,20.53
356,Nor rule,"Cain, Contreras and Jackson Cinemas",2026-07-04,10:00:00,300,284,17.72
357,Arrive policy,Ramirez Inc Cinemas,2026-08-22,16:00:00,180,175,15.09
358,Cause number alone,Woods-Mccarthy Cinemas,2026-08-15,10:00:00,80,62,24.54
359,Total without,Johnson and Sons Cinemas,2026-08-25,13:00:00,200,191,21.05
360,Church arrive program finally,Norris Inc Cinemas,2026-08-03,16:00:00,250,237,12.57
361,Day think,Mclaughlin Inc Cinemas,2026-09-01,16:00:00,250,235,11.86
362,Shoulder plant,Turner Inc Cinemas,2026-08-15,13:00:00,120,105,23.41
363,Have town fact,Payne PLC Cinemas,2026-07-21,19:00:00,200,186,18.79
364,One stay,Buchanan LLC Cinemas,2026-07-16,13:00:00,200,194,14.92
365,However figure,"Carlson, Ware and Moore Cinemas",2026-08-07,21:30:00,120,101,24.81
366,Degree physical history activity,"Short, Brooks and Lang Cinemas",2026-07-22,16:00:00,80,74,14.69
367,Bar eight,Williams-Smith Cinemas,2026-07-08,21:30:00,180,174,17.51
368,Many remain,"Velez, Howell and Stevenson Cinemas",2026-08-10,21:30:00,200,191,18.82
369,Enter under,"Black, Collins and Powell Cinemas",2026-07-14,21:30:00,200,187,18.82
370,Community piece common cold,Taylor Ltd Cinemas,2026-09-06,13:00:00,180,168,11.03
371,Throughout executive their,Morgan-Rodriguez Cinemas,2026-08-20,10:00:00,180,178,10.77
372,Kid manager around,Villarreal and Sons Cinemas,2026-07-25,10:00:00,250,250,16.57
373,Establish three city,"Howard, Brennan and Moore Cinemas",2026-08-09,19:00:00,100,90,24.3
374,Again,"Miller, Friedman and Weaver Cinemas",2026-06-28,19:00:00,200,191,22.52
375,Adult hour,"Velez, Howell and Stevenson Cinemas",2026-08-05,16:00:00,180,149,20.62
376,Hard debate type,Reyes Inc Cinemas,2026-07-23,19:00:00,200,186,8.19
377,Trade market drop mind,Morris-Armstrong Cinemas,2026-09-03,10:00:00,180,165,9.33
378,Section image school,"Warner, Carr and Archer Cinemas",2026-07-15,10:00:00,80,61,22.17
379,Scene successful control,Robinson-Kennedy Cinemas,2026-09-04,21:30:00,80,64,13.63
380,Research general medical,"Vasquez, Sanchez and Green Cinemas",2026-09-05,10:00:00,250,247,18.44
381,Free issue,Vaughn Inc Cinemas,2026-08-08,13:00:00,100,94,8.95
382,Certain cell,Walker-Holt Cinemas,2026-07-25,10:00:00,300,290,23.16
383,Wind design finally,Coleman-Long Cinemas,2026-08-03,10:00:00,300,290,23.08
384,Boy issue,Todd Group Cinemas,2026-08-07,16:00:00,150,131,17.2
385,Share name attention,"Whitney, Mayo and Clark Cinemas",2026-08-26,10:00:00,250,247,16.69
386,Fast public decade smile,Matthews PLC Cinemas,2026-08-25,19:00:00,80,75,18.85
387,Eight suggest almost,Hale-Durham Cinemas,2026-07-14,16:00:00,100,90,21.22
388,Return trouble conference,Andrews-Aguirre Cinemas,2026-08-20,19:00:00,180,172,21.59
389,Student recognize authority,Rodriguez-Miller Cinemas,2026-07-24,21:30:00,200,197,19.04
390,Style stop really lead,"Short, Brooks and Lang Cinemas",2026-06-29,16:00:00,250,226,14.7
391,Toward thousand,Powers Group Cinemas,2026-08-04,13:00:00,250,232,18.17
392,Culture speak,Gallegos-Turner Cinemas,2026-07-10,16:00:00,200,194,13.37
393,Watch,Barr PLC Cinemas,2026-08-23,13:00:00,150,142,23.5
394,Pattern enter fact,Hoffman PLC Cinemas,2026-07-22,19:00:00,300,284,17.86
395,Approach different could,Wallace-Berry Cinemas,2026-08-04,16:00:00,80,79,20.19
396,By what,"Bell, Peterson and Price Cinemas",2026-08-29,10:00:00,100,81,24.11
397,Southern student,Greene-Shelton Cinemas,2026-07-25,19:00:00,150,135,19.41
398,Well down produce bag,Vega-Lawrence Cinemas,2026-07-12,10:00:00,180,170,23.97
399,Ever yet,Walker PLC Cinemas,2026-07-26,10:00:00,250,244,20.1
400,Later human should,Andersen and Sons Cinemas,2026-08-01,10:00:00,150,136,16.47
401,Tonight provide newspaper,"Harper, Thomas and Turner Cinemas",2026-07-08,13:00:00,200,195,16.6
402,Choice short,Black-Mccoy Cinemas,2026-07-15,16:00:00,180,171,22.22
403,Item but TV,Marshall Inc Cinemas,2026-08-07,13:00:00,150,134,9.79
404,Rule small TV,Villa Group Cinemas,2026-08-18,16:00:00,300,287,12.28
405,Approach heavy human,Carney Group Cinemas,2026-07-06,16:00:00,120,114,21.83
406,Particular customer to,"Snyder, Walker and Harris Cinemas",2026-07-08,21:30:00,80,72,12.39
407,Game sound,Castillo Group Cinemas,2026-09-01,10:00:00,80,56,11.85
408,Plant similar out,Harris-Wright Cinemas,2026-08-15,13:00:00,180,170,24.72
409,Every one again,Singleton-King Cinemas,2026-08-30,10:00:00,200,199,11.83
410,Particularly,Russell Inc Cinemas,2026-08-01,19:00:00,180,175,17.23
411,Color there,Brown Inc Cinemas,2026-08-22,10:00:00,120,104,17.44
412,I prevent,Smith-Clayton Cinemas,2026-08-16,13:00:00,120,96,10.59
413,Decide two seven,Arellano and Sons Cinemas,2026-08-17,13:00:00,250,242,14.37
414,Staff argue ten,"Myers, Gamble and Sanford Cinemas",2026-08-17,13:00:00,120,109,18.63
415,Watch particularly expert,Morton and Sons Cinemas,2026-08-02,16:00:00,80,80,22.55
416,Network nor father,Clark Group Cinemas,2026-07-18,13:00:00,180,170,11.56
417,Consumer character account,"Ramirez, Miller and Mccormick Cinemas",2026-07-15,16:00:00,120,109,20.87
418,Not pull ability word,Zuniga Group Cinemas,2026-08-31,13:00:00,250,250,8.46
419,Reveal service ability,Zuniga Group Cinemas,2026-07-19,21:30:00,80,56,11.28
420,Picture popular,"Taylor, Morales and Fuller Cinemas",2026-08-27,10:00:00,150,140,17.66
421,Executive,"Harrington, Johnson and Jones Cinemas",2026-06-28,21:30:00,200,183,24.74
422,Half,Reilly-Gibson Cinemas,2026-07-22,19:00:00,300,294,10.67
423,Create,Ruiz-Rivera Cinemas,2026-08-27,13:00:00,120,114,10.74
424,Management nearly understand,Hardy PLC Cinemas,2026-08-12,21:30:00,250,243,14.57
425,American memory player,"Anderson, Thompson and Gill Cinemas",2026-07-20,10:00:00,150,141,14.35
426,Actually look total,Romero PLC Cinemas,2026-08-24,19:00:00,100,91,20.4
427,Foot participant receive,Villarreal and Sons Cinemas,2026-08-30,21:30:00,80,64,14.21
428,Part situation more,Wallace Ltd Cinemas,2026-07-16,19:00:00,300,294,9.61
429,Without big project,Thomas and Sons Cinemas,2026-06-28,19:00:00,200,194,20.49
430,Commercial president,"Schwartz, Estrada and Hernandez Cinemas",2026-08-25,16:00:00,200,194,12.96
431,Discussion teacher,Robinson-Goodwin Cinemas,2026-08-23,21:30:00,250,244,11.83
432,Billion prevent,Smith-Carrillo Cinemas,2026-08-18,21:30:00,250,244,24.15
433,Minute region argue,"White, Burch and Reynolds Cinemas",2026-07-13,19:00:00,300,292,22.63
434,President coach,James and Sons Cinemas,2026-08-20,21:30:00,120,108,22.56
435,Soldier development reveal,"Schultz, Miller and Wolf Cinemas",2026-06-28,16:00:00,80,69,12.98
436,Western leg Democrat,"King, Taylor and Middleton Cinemas",2026-08-04,21:30:00,100,91,20.26
437,Threat protect,"Smith, Beard and Taylor Cinemas",2026-07-17,21:30:00,180,175,10.33
438,Paper fight,Bush-Ayala Cinemas,2026-06-29,10:00:00,100,76,15.88
439,Claim form,Santos-Roach Cinemas,2026-08-01,19:00:00,200,187,8.02
440,Number face get,White-Jackson Cinemas,2026-07-19,13:00:00,300,287,16.16
441,Marriage read,James Ltd Cinemas,2026-08-21,19:00:00,100,81,15.88
442,Public party trip,"Perez, Hoffman and Tucker Cinemas",2026-07-26,21:30:00,180,168,14.25
443,Tough their,"Duarte, Lee and Matthews Cinemas",2026-08-06,13:00:00,180,174,17.64
444,Him along sense,"Ho, Little and Leon Cinemas",2026-06-25,19:00:00,120,120,11.7
445,Country news,Bailey-Montoya Cinemas,2026-08-12,10:00:00,200,188,16.41
446,Medical scientist,Andrews-Aguirre Cinemas,2026-07-02,10:00:00,80,68,23.61
447,Weight,Gonzalez-Taylor Cinemas,2026-07-13,13:00:00,150,134,13.83
448,Few risk type,Meyers-Owens Cinemas,2026-08-05,16:00:00,80,64,14.23
449,Page more,Moore-Bright Cinemas,2026-07-29,10:00:00,80,80,11.33
450,Ahead deal,"Gonzales, Short and Weaver Cinemas",2026-09-05,19:00:00,100,88,11.52
451,Rise organization,"Taylor, Williams and Hall Cinemas",2026-07-07,21:30:00,80,62,21.59
452,Crime mother,Elliott-Holland Cinemas,2026-09-02,10:00:00,120,100,21.59
453,Minute region argue,"Marquez, Martinez and Bailey Cinemas",2026-07-22,21:30:00,250,227,9.89
454,Course bill debate sort,"Burns, Barker and Horton Cinemas",2026-07-24,13:00:00,180,175,11.63
455,Several concern,"Davis, Rodriguez and Andrews Cinemas",2026-07-04,16:00:00,200,182,13.49
456,Myself rise story,Jones-Contreras Cinemas,2026-07-05,19:00:00,120,101,14.62
457,Resource kitchen year,Coleman-Long Cinemas,2026-08-12,10:00:00,300,289,19.83
458,South director,"Burns, Barker and Horton Cinemas",2026-07-28,10:00:00,120,110,21.1
459,Bank whatever,"James, Atkins and Alexander Cinemas",2026-08-09,10:00:00,180,165,14.19
460,Door give hair,"James, Howard and Johnson Cinemas",2026-08-05,13:00:00,120,102,23.54
461,Popular design good,Hudson-Sparks Cinemas,2026-08-27,19:00:00,150,140,14.2
462,Everyone research,Thomas-Stevens Cinemas,2026-06-24,13:00:00,180,165,22.78
463,Public marriage,"Henderson, Alexander and Galvan Cinemas",2026-06-24,13:00:00,180,171,16.59
464,Quickly them simply project,Moran PLC Cinemas,2026-09-05,21:30:00,150,137,8.73
465,Staff because,Wright-Davis Cinemas,2026-07-15,19:00:00,200,180,16.18
466,Could policy,Peterson Group Cinemas,2026-07-05,19:00:00,300,284,23.19
467,Fight wall why,Wright-Davis Cinemas,2026-08-18,10:00:00,120,108,18.5
468,Bit they pick,Hale-Durham Cinemas,2026-07-04,19:00:00,300,293,15.28
469,Authority glass,"Vang, Wilkinson and Wilson Cinemas",2026-08-22,13:00:00,300,279,22.72
470,Remember identify,Peterson-Mullins Cinemas,2026-08-24,10:00:00,200,189,21.85
471,Artist design drop option,"Patterson, Camacho and White Cinemas",2026-06-29,19:00:00,80,79,13.16
472,Budget part machine stay,"Patel, Palmer and Jones Cinemas",2026-08-05,21:30:00,200,187,23.93
473,Create authority,"Wright, Mcknight and Stephens Cinemas",2026-08-07,16:00:00,250,238,14.15
474,Sit team move,Carroll-Snyder Cinemas,2026-08-12,13:00:00,250,239,19.97
475,Election win,"Ramirez, Horne and Johnson Cinemas",2026-07-08,19:00:00,300,292,8.96
476,Shake hospital officer fact,Christian-Booth Cinemas,2026-08-03,19:00:00,120,105,10.8
477,Point vote want,Nguyen-Castro Cinemas,2026-08-23,10:00:00,200,187,15.02
478,Speech,Vargas-Jensen Cinemas,2026-07-26,10:00:00,80,78,16.34
479,Make according energy,Warren Inc Cinemas,2026-07-28,10:00:00,80,71,10.04
480,Give yeah,"Chen, Faulkner and Casey Cinemas",2026-09-05,13:00:00,300,277,9.02
481,Usually industry,"Caldwell, Stevenson and Joseph Cinemas",2026-07-28,13:00:00,150,146,15.74
482,Make include,"Navarro, Marsh and Hurst Cinemas",2026-09-05,13:00:00,120,112,21.7
483,Stage realize push we,"Bennett, Williams and Klein Cinemas",2026-07-19,16:00:00,100,93,11.05
484,Particularly piece participant,"Marquez, Martinez and Bailey Cinemas",2026-08-30,10:00:00,120,109,9.88
485,Think someone health,Baxter PLC Cinemas,2026-07-09,10:00:00,250,246,22.14
486,Few late hospital,"Wolfe, Chavez and Mcbride Cinemas",2026-07-30,21:30:00,200,186,24.43
487,Speech need,Harper-Johnson Cinemas,2026-08-25,19:00:00,150,130,20.15
488,Draw maintain,"Campbell, Long and Silva Cinemas",2026-07-04,16:00:00,80,72,19.36
489,Full school,"Scott, Bartlett and Sloan Cinemas",2026-09-05,13:00:00,100,98,20.01
490,Want team,Evans Ltd Cinemas,2026-08-31,10:00:00,80,77,12.22
491,Southern student,Andersen and Sons Cinemas,2026-08-03,10:00:00,300,286,14.28
492,Shake month,Bradley-Novak Cinemas,2026-07-05,19:00:00,150,127,12.31
493,Father wife,Smith-Gomez Cinemas,2026-07-14,13:00:00,150,137,20.26
494,Democrat,Gibson Ltd Cinemas,2026-07-11,16:00:00,180,168,8.48
495,Real,Garrett-Stout Cinemas,2026-07-27,10:00:00,200,196,23.84
496,Maybe truth,"Cooper, Watts and Farrell Cinemas",2026-06-30,13:00:00,300,291,13.7
497,Moment,Jordan-Campbell Cinemas,2026-09-05,13:00:00,180,169,14.08
498,Specific single already accept,"French, Phelps and Berry Cinemas",2026-08-01,13:00:00,180,165,21.51
499,North billion well,"Baker, Mason and White Cinemas",2026-09-05,13:00:00,120,97,19.99
500,Source deep explain world,"Lopez, Gutierrez and Castro Cinemas",2026-08-05,10:00:00,200,189,20.2
501,Have,"Medina, Miller and Yates Cinemas",2026-09-01,19:00:00,180,160,16.53
502,Ground general today,"Miranda, Reese and Johnson Cinemas",2026-09-06,19:00:00,120,111,9.58
503,Already low able,Carroll-Morris Cinemas,2026-08-10,21:30:00,100,98,14.08
504,Rich condition,"Brooks, Burns and Davidson Cinemas",2026-09-06,19:00:00,200,196,9.19
505,Can good,Bailey-Montoya Cinemas,2026-09-04,19:00:00,120,120,20.27
506,Different community entire,"Herrera, Jensen and Ramirez Cinemas",2026-07-31,19:00:00,150,142,15.26
507,House north,Wilson Inc Cinemas,2026-07-18,19:00:00,250,248,14.37
508,Common strategy,"Bray, Nicholson and Walker Cinemas",2026-08-19,16:00:00,300,293,14.47
509,Month son benefit,Fleming Ltd Cinemas,2026-07-20,16:00:00,100,75,20.54
510,Believe,"Smith, Jackson and Porter Cinemas",2026-07-19,21:30:00,200,169,23.15
511,Wait,Wagner-Hernandez Cinemas,2026-09-06,13:00:00,120,103,12.3
512,Sometimes black movie,Gonzalez Group Cinemas,2026-07-31,13:00:00,150,139,12.82
513,Face,Curry-Allen Cinemas,2026-08-29,21:30:00,120,110,8.58
514,News daughter cell,Walker-Jones Cinemas,2026-08-30,13:00:00,200,190,14.6
515,Fear everything bad receive,Wright and Sons Cinemas,2026-06-24,10:00:00,80,67,15.18
516,Modern side expert,Smith-Clayton Cinemas,2026-08-23,16:00:00,250,236,13.51
517,Inside ask group,Mann LLC Cinemas,2026-07-02,10:00:00,300,295,24.58
518,Like pull,"Garcia, Perez and Oliver Cinemas",2026-08-18,16:00:00,300,296,16.28
519,Involve explain,"Henson, Russell and Oliver Cinemas",2026-06-24,16:00:00,120,113,10.33
520,Least nothing best huge,Reid-Miller Cinemas,2026-07-16,16:00:00,80,63,13.43
521,Similar collection kind,Richards Group Cinemas,2026-09-05,10:00:00,300,285,24.98
522,Cut sea son,Johnson and Sons Cinemas,2026-08-30,19:00:00,80,62,13.98
523,Decision continue,Sherman and Sons Cinemas,2026-08-21,10:00:00,300,296,22.14
524,Nearly score,"Davis, Johnson and Williams Cinemas",2026-08-14,16:00:00,150,135,22.91
525,Protect official cause,Oconnell-Smith Cinemas,2026-08-15,21:30:00,250,236,9.42
526,At admit,Reed Group Cinemas,2026-09-06,13:00:00,100,89,15.13
527,Some our,Rhodes-Holland Cinemas,2026-08-20,19:00:00,200,187,19.08
528,South set also,"Diaz, Hill and Becker Cinemas",2026-07-14,21:30:00,180,170,24.39
529,Themselves himself gas,Shah PLC Cinemas,2026-09-02,21:30:00,120,107,16.45
530,Left life money occur,Mclaughlin Inc Cinemas,2026-06-28,16:00:00,300,295,15.39
531,Respond both,Joyce-Benitez Cinemas,2026-08-09,21:30:00,200,188,12.0
532,Responsibility memory dog,Moyer-Ramirez Cinemas,2026-08-07,10:00:00,300,292,22.17
533,Film author,Price-Lee Cinemas,2026-06-30,13:00:00,200,198,13.67
534,Evidence clearly,Jones-Taylor Cinemas,2026-07-07,21:30:00,180,171,15.33
535,Act television,Garcia LLC Cinemas,2026-07-23,13:00:00,150,145,23.01
536,Study respond,"Davis, Johnson and Williams Cinemas",2026-07-24,21:30:00,80,75,14.16
537,Yeah now fish,Herrera LLC Cinemas,2026-07-20,10:00:00,80,67,13.48
538,About decision,"Martin, Jordan and Edwards Cinemas",2026-08-21,10:00:00,250,244,17.72
539,Pass exactly,"Thompson, Harper and Welch Cinemas",2026-08-18,19:00:00,100,86,19.98
540,Major,Sellers LLC Cinemas,2026-07-20,19:00:00,120,112,24.37
541,Always way,Norris Inc Cinemas,2026-06-25,21:30:00,200,188,10.18
542,Treatment television girl,Lowery LLC Cinemas,2026-06-24,13:00:00,200,192,8.13
543,Present contain gas,Hill and Sons Cinemas,2026-08-16,19:00:00,150,139,24.47
544,Us consider baby,Davis-Montgomery Cinemas,2026-07-15,13:00:00,150,132,8.46
545,What address poor friend,Nguyen-Castro Cinemas,2026-08-09,13:00:00,250,246,21.9
546,Staff happy American,Jones-Barnes Cinemas,2026-08-16,19:00:00,150,142,20.86
547,Such nation risk,Weiss Group Cinemas,2026-07-08,19:00:00,300,297,8.23
548,Wait couple,"Kennedy, Cohen and Pennington Cinemas",2026-07-06,21:30:00,80,74,13.61
549,Understand growth a,"Hayes, Sharp and Wilson Cinemas",2026-08-29,16:00:00,120,111,12.86
550,Series public wonder,Delacruz Group Cinemas,2026-08-30,19:00:00,300,291,12.12
551,Measure above she east,Nunez LLC Cinemas,2026-06-30,19:00:00,120,111,10.69
552,Participant compare,"Garrison, Ryan and Miller Cinemas",2026-06-26,13:00:00,200,177,11.66
553,Interest language,Berger Ltd Cinemas,2026-06-28,21:30:00,300,283,21.86
554,Discussion east wrong,"Martinez, Roman and Murphy Cinemas",2026-07-04,21:30:00,250,229,9.52
555,One long low,"Ramsey, Martinez and Sherman Cinemas",2026-08-17,10:00:00,120,110,12.9
556,Pretty least,Morris-Armstrong Cinemas,2026-07-02,21:30:00,200,187,24.88
557,Mean director,"Payne, Escobar and Barrett Cinemas",2026-08-31,10:00:00,180,174,24.83
558,Seven,"Marshall, Murray and Miller Cinemas",2026-07-28,16:00:00,150,141,19.52
559,Rise soldier own,"Rivera, Gomez and Levine Cinemas",2026-07-16,10:00:00,180,177,10.3
560,Peace nation,"Schwartz, Estrada and Hernandez Cinemas",2026-09-02,21:30:00,180,168,20.12
561,South ahead,"Garcia, Perez and Oliver Cinemas",2026-08-14,16:00:00,200,194,23.14
562,Reach avoid,Bean-Evans Cinemas,2026-08-02,19:00:00,300,289,9.9
563,Analysis serious,"Ramirez, Horne and Johnson Cinemas",2026-08-28,21:30:00,200,180,15.06
564,South information,"Chen, Faulkner and Casey Cinemas",2026-07-27,13:00:00,100,95,18.9
565,Student another,"Meyers, Farrell and Miller Cinemas",2026-06-25,16:00:00,300,296,11.72
566,Blue soon boy,Price-Lee Cinemas,2026-06-27,16:00:00,300,280,13.92
567,Create worry him talk,"Bauer, Frazier and Sellers Cinemas",2026-08-01,10:00:00,250,240,13.29
568,Big while capital,Holden LLC Cinemas,2026-07-23,19:00:00,100,93,12.07
569,President wind,Peterson-Wagner Cinemas,2026-06-24,13:00:00,100,72,17.28
570,Sometimes concern Democrat consider,Gonzalez-Taylor Cinemas,2026-08-19,19:00:00,300,284,11.91
571,Simply back human,Hoffman and Sons Cinemas,2026-06-25,16:00:00,180,156,23.17
572,Eat financial current,"Henson, Russell and Oliver Cinemas",2026-06-29,10:00:00,80,79,22.88
573,Understand education,"Taylor, Morales and Fuller Cinemas",2026-06-23,10:00:00,150,129,20.44
574,Usually within need than,Rodriguez-Miller Cinemas,2026-07-09,10:00:00,100,87,17.5
575,Run hold southern,Christian Ltd Cinemas,2026-07-13,10:00:00,120,107,17.02
576,Almost happy,Medina LLC Cinemas,2026-09-02,10:00:00,180,170,14.74
577,Others into,"Sanchez, Terry and Turner Cinemas",2026-08-15,19:00:00,100,98,9.9
578,Alone American,Matthews PLC Cinemas,2026-07-23,19:00:00,150,148,19.27
579,Term between,Johnson-Powers Cinemas,2026-09-03,21:30:00,200,178,22.15
580,Cell true,"Black, Collins and Powell Cinemas",2026-07-17,16:00:00,180,167,12.87
581,Program out these,"Medina, Lee and Freeman Cinemas",2026-07-23,13:00:00,200,191,10.78
582,Blue stand shoulder,"Hayes, Sharp and Wilson Cinemas",2026-07-15,19:00:00,80,56,22.9
583,However decade,"Coleman, Vega and Richmond Cinemas",2026-09-06,21:30:00,100,84,8.35
584,Natural full player,Townsend-Hale Cinemas,2026-06-24,13:00:00,180,171,16.93
585,Save control simply,Jimenez Ltd Cinemas,2026-08-24,13:00:00,80,69,24.58
586,Argue,Hebert Group Cinemas,2026-09-01,19:00:00,180,161,24.55
587,Face,Martinez-Allen Cinemas,2026-07-04,16:00:00,120,107,12.04
588,For true we,Wright and Sons Cinemas,2026-08-03,21:30:00,200,185,10.65
589,Service exist Congress,Hill-Evans Cinemas,2026-08-07,21:30:00,120,117,19.12
590,Will close crime,"Baker, May and Hughes Cinemas",2026-06-28,19:00:00,150,131,19.62
591,Deal opportunity opportunity,"Gaines, Smith and Evans Cinemas",2026-08-06,19:00:00,300,295,11.29
592,Who successful,Atkinson-Nelson Cinemas,2026-08-03,19:00:00,100,89,11.55
593,Pay company,Bean-Evans Cinemas,2026-09-01,13:00:00,100,83,24.3
594,Arm interest,"Jones, Sanchez and Thomas Cinemas",2026-08-04,10:00:00,200,183,22.49
595,Value practice have,Robinson-Kennedy Cinemas,2026-06-30,10:00:00,100,82,21.7
596,Voice newspaper,"Hunter, Taylor and York Cinemas",2026-06-29,10:00:00,120,114,9.32
597,Start,Harrell-Hebert Cinemas,2026-07-20,10:00:00,150,135,23.74
598,Everything run after,Roth Ltd Cinemas,2026-08-16,19:00:00,200,195,24.77
599,Reality,"Herring, Wilson and Mendoza Cinemas",2026-07-10,13:00:00,180,179,23.93
600,Near girl hospital,"Thomas, Moreno and Smith Cinemas",2026-08-04,16:00:00,150,128,22.14
601,Series contain,"Hendricks, Zuniga and Miller Cinemas",2026-06-23,13:00:00,300,285,22.91
602,Throw teacher,"Jordan, Swanson and Franklin Cinemas",2026-08-14,21:30:00,150,145,18.4
603,Check pick expert,"Brown, James and Arroyo Cinemas",2026-08-15,21:30:00,100,95,15.83
604,Back accept professor,"Payne, Escobar and Barrett Cinemas",2026-06-24,16:00:00,150,145,17.31
605,Price writer spring question,Mckinney-Butler Cinemas,2026-09-01,13:00:00,180,164,19.07
606,International live whole,"Blevins, Delgado and Bennett Cinemas",2026-07-27,16:00:00,80,61,13.48
607,Yard,"Kramer, Edwards and Harrison Cinemas",2026-07-09,16:00:00,250,245,20.03
608,Watch real,Dickson-Park Cinemas,2026-08-03,16:00:00,120,113,8.17
609,With speak,Gutierrez-Ortiz Cinemas,2026-07-03,13:00:00,100,96,15.56
610,Remember hotel really authority,Aguirre-Bennett Cinemas,2026-08-31,16:00:00,150,135,9.24
611,Soldier girl,Barrett-Henderson Cinemas,2026-07-28,21:30:00,80,80,19.75
612,Rather next develop,Skinner-Mills Cinemas,2026-08-29,21:30:00,300,286,16.48
613,Member necessary agency,Reese Group Cinemas,2026-08-04,13:00:00,250,245,10.47
614,Maintain great gas,Lowery LLC Cinemas,2026-06-29,13:00:00,250,239,22.51
615,Respond land open,Maldonado-Becker Cinemas,2026-07-16,10:00:00,300,288,19.75
616,Thank purpose appear,Jackson-Cooper Cinemas,2026-08-30,21:30:00,250,235,17.44
